Date;Town;Articlegroup;CustomerName;CustomerNo;Article;UnitPrice;Quantity;Amount;intArticleRow;intCustomerRow
2012-07-01;Paris;Hardware;Webstores Co.;10007;Server CPU 16 Cores;649;1;649;4;8
2011-03-19;Berlin;Software;LCD Consulting;10001;PC Operating System;89;1;89;7;2
2013-08-20;London;Hardware;HAL Inc.;10002;Tablet PC No. 1;499;1;499;3;3
2013-04-10;Tokio;Software;Dr. Foo;10003;Office Suite;789;1;789;8;4
2011-07-10;Kairo;Hardware;Inter Trade Inc.;10006;Tablet PC No. 1;499;1;499;3;7
2013-04-04;Berlin;Hardware;LCD Consulting;10001;Desktop CPU 8 Core;249;1;249;5;2
2010-11-07;Tokio;Shipping;Dr. Foo;10003;Shipping until 12h;19,99;1;19,99;11;4
2012-07-02;London;Software;HAL Inc.;10002;PC Operating System;89;1;89;7;3
2013-03-02;Berlin;Software;LCD Consulting;10001;PC Operating System;89;1;89;7;2
2013-02-28;Kairo;Hardware;Inter Trade Inc.;10006;Server CPU 16 Cores;649;1;649;4;7
2011-05-27;Rom;Shipping;Taders Ldt.;10008;Shipping Express;11,99;1;11,99;10;9
2010-10-17;Tokio;Hardware;Dr. Foo;10003;PC Mouse USB;9,99;1;9,99;2;4
2012-05-13;Dublin;Software;Billing Service Co.;10005;PC Operating System;89;1;89;7;6
2013-07-17;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Normal;7,99;1;7,99;9;7
2012-03-09;New York;Shipping;Amce Ldt.;10004;Shipping Normal;7,99;1;7,99;9;5
2013-01-21;Kairo;Software;Inter Trade Inc.;10006;Office Suite;789;1;789;8;7
2011-03-21;New York;Hardware;Amce Ldt.;10004;Tablet PC No. 1;499;1;499;3;5
2010-05-10;Tokio;Shipping;Dr. Foo;10003;Shipping until 12h;19,99;1;19,99;11;4
2011-06-28;New York;Hardware;Amce Ldt.;10004;Server CPU 16 Cores;649;1;649;4;5
2011-06-04;Berlin;Shipping;LCD Consulting;10001;Shipping Normal;7,99;1;7,99;9;2
2011-06-27;Tokio;Software;Dr. Foo;10003;Server Operating System ;329;1;329;6;4
2010-05-13;Kairo;Software;Inter Trade Inc.;10006;PC Operating System;89;1;89;7;7
2012-11-15;New York;Hardware;Amce Ldt.;10004;Desktop CPU 8 Core;249;1;249;5;5
2013-10-23;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2011-12-26;Dublin;Software;Billing Service Co.;10005;PC Operating System;89;1;89;7;6
2010-06-03;Kairo;Hardware;Inter Trade Inc.;10006;PC Mouse USB;9,99;1;9,99;2;7
2011-09-24;Kairo;Hardware;Inter Trade Inc.;10006;Desktop CPU 8 Core;249;1;249;5;7
2012-03-02;Tokio;Software;Dr. Foo;10003;Server Operating System ;329;1;329;6;4
2012-06-01;London;Software;HAL Inc.;10002;Server Operating System ;329;1;329;6;3
2011-09-26;Paris;Hardware;Webstores Co.;10007;Server CPU 16 Cores;649;1;649;4;8
2012-09-19;Berlin;Hardware;LCD Consulting;10001;Tablet PC No. 1;499;1;499;3;2
2011-10-11;Paris;Shipping;Webstores Co.;10007;Shipping Normal;7,99;1;7,99;9;8
2010-01-30;New York;Shipping;Amce Ldt.;10004;Shipping Normal;7,99;1;7,99;9;5
2013-02-24;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2011-02-04;Dublin;Hardware;Billing Service Co.;10005;Server CPU 16 Cores;649;1;649;4;6
2011-04-08;Berlin;Software;LCD Consulting;10001;Office Suite;789;1;789;8;2
2011-02-15;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2011-09-28;Tokio;Shipping;Dr. Foo;10003;Shipping Express;11,99;1;11,99;10;4
2013-02-15;Tokio;Hardware;Dr. Foo;10003;Server CPU 16 Cores;649;1;649;4;4
2010-01-26;New York;Shipping;Amce Ldt.;10004;Shipping Express;11,99;1;11,99;10;5
2012-07-06;Paris;Shipping;Webstores Co.;10007;Shipping until 12h;19,99;1;19,99;11;8
2011-02-17;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2011-11-23;New York;Hardware;Amce Ldt.;10004;Tablet PC No. 1;499;1;499;3;5
2011-08-12;Tokio;Software;Dr. Foo;10003;PC Operating System;89;1;89;7;4
2011-06-21;Tokio;Hardware;Dr. Foo;10003;Server CPU 16 Cores;649;1;649;4;4
2011-04-28;Dublin;Hardware;Billing Service Co.;10005;Server CPU 16 Cores;649;1;649;4;6
2012-03-24;New York;Software;Amce Ldt.;10004;Office Suite;789;1;789;8;5
2013-02-05;Rom;Hardware;Taders Ldt.;10008;Server CPU 16 Cores;649;1;649;4;9
2013-08-11;Paris;Software;Webstores Co.;10007;WebServer;99,99;1;99,99;12;8
2011-02-25;Dublin;Software;Billing Service Co.;10005;Server Operating System ;329;1;329;6;6
2012-09-05;Tokio;Hardware;Dr. Foo;10003;Desktop CPU 8 Core;249;1;249;5;4
2012-11-25;Dublin;Hardware;Billing Service Co.;10005;PC Mouse USB;9,99;1;9,99;2;6
2010-01-23;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2012-06-20;London;Hardware;HAL Inc.;10002;Tablet PC No. 1;499;1;499;3;3
2012-09-29;New York;Software;Amce Ldt.;10004;PC Operating System;89;1;89;7;5
2010-05-04;London;Software;HAL Inc.;10002;PC Operating System;89;1;89;7;3
2013-02-25;New York;Shipping;Amce Ldt.;10004;Shipping Normal;7,99;1;7,99;9;5
2013-09-23;Kairo;Software;Inter Trade Inc.;10006;WebServer;99,99;1;99,99;12;7
2011-03-25;Paris;Shipping;Webstores Co.;10007;Shipping Normal;7,99;1;7,99;9;8
2010-07-27;New York;Software;Amce Ldt.;10004;PC Operating System;89;1;89;7;5
2011-03-19;Kairo;Hardware;Inter Trade Inc.;10006;Server CPU 16 Cores;649;1;649;4;7
2010-02-15;New York;Hardware;Amce Ldt.;10004;Server CPU 16 Cores;649;1;649;4;5
2012-04-28;New York;Software;Amce Ldt.;10004;WebServer;99,99;1;99,99;12;5
2011-10-28;New York;Shipping;Amce Ldt.;10004;Shipping until 12h;19,99;1;19,99;11;5
2012-07-26;Berlin;Software;LCD Consulting;10001;WebServer;99,99;1;99,99;12;2
2012-03-23;New York;Hardware;Amce Ldt.;10004;Desktop CPU 8 Core;249;1;249;5;5
2012-07-13;Tokio;Shipping;Dr. Foo;10003;Shipping Normal;7,99;1;7,99;9;4
2013-12-20;Berlin;Software;LCD Consulting;10001;Office Suite;789;1;789;8;2
2012-11-24;Kairo;Software;Inter Trade Inc.;10006;Office Suite;789;1;789;8;7
2012-08-05;London;Shipping;HAL Inc.;10002;Shipping until 12h;19,99;1;19,99;11;3
2012-03-29;Dublin;Shipping;Billing Service Co.;10005;Shipping until 12h;19,99;1;19,99;11;6
2010-09-10;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2011-02-04;London;Shipping;HAL Inc.;10002;Shipping Express;11,99;1;11,99;10;3
2011-11-14;Paris;Software;Webstores Co.;10007;PC Operating System;89;1;89;7;8
2012-11-18;Dublin;Software;Billing Service Co.;10005;Office Suite;789;1;789;8;6
2011-07-16;Tokio;Hardware;Dr. Foo;10003;Tablet PC No. 1;499;1;499;3;4
2010-09-08;Kairo;Hardware;Inter Trade Inc.;10006;PC Mouse USB;9,99;1;9,99;2;7
2010-10-11;London;Hardware;HAL Inc.;10002;Desktop CPU 8 Core;249;1;249;5;3
2011-09-21;Paris;Software;Webstores Co.;10007;WebServer;99,99;1;99,99;12;8
2011-11-10;Dublin;Shipping;Billing Service Co.;10005;Shipping Normal;7,99;1;7,99;9;6
2010-03-06;Kairo;Software;Inter Trade Inc.;10006;Server Operating System ;329;1;329;6;7
2012-11-28;Paris;Hardware;Webstores Co.;10007;Server CPU 16 Cores;649;1;649;4;8
2011-09-21;Dublin;Software;Billing Service Co.;10005;WebServer;99,99;1;99,99;12;6
2012-04-09;New York;Software;Amce Ldt.;10004;Office Suite;789;1;789;8;5
2011-04-14;London;Shipping;HAL Inc.;10002;Shipping until 12h;19,99;1;19,99;11;3
2013-08-02;Kairo;Software;Inter Trade Inc.;10006;WebServer;99,99;1;99,99;12;7
2012-11-15;New York;Shipping;Amce Ldt.;10004;Shipping Express;11,99;1;11,99;10;5
2011-06-26;Kairo;Software;Inter Trade Inc.;10006;PC Operating System;89;1;89;7;7
2012-12-13;Paris;Hardware;Webstores Co.;10007;Server CPU 16 Cores;649;1;649;4;8
2012-04-22;New York;Shipping;Amce Ldt.;10004;Shipping Normal;7,99;1;7,99;9;5
2013-07-13;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Normal;7,99;1;7,99;9;7
2010-12-02;New York;Software;Amce Ldt.;10004;Office Suite;789;1;789;8;5
2012-09-19;New York;Software;Amce Ldt.;10004;WebServer;99,99;1;99,99;12;5
2011-08-02;Dublin;Software;Billing Service Co.;10005;Office Suite;789;1;789;8;6
2012-10-14;Kairo;Software;Inter Trade Inc.;10006;PC Operating System;89;1;89;7;7
2011-08-15;Tokio;Software;Dr. Foo;10003;WebServer;99,99;1;99,99;12;4
2012-10-25;Dublin;Shipping;Billing Service Co.;10005;Shipping Express;11,99;1;11,99;10;6
2010-02-15;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Express;11,99;1;11,99;10;7
2012-09-02;Dublin;Software;Billing Service Co.;10005;Office Suite;789;1;789;8;6
2013-10-01;New York;Hardware;Amce Ldt.;10004;Tablet PC No. 1;499;1;499;3;5
2012-10-19;Tokio;Hardware;Dr. Foo;10003;Tablet PC No. 1;499;1;499;3;4
2013-11-21;Tokio;Hardware;Dr. Foo;10003;Desktop CPU 8 Core;249;1;249;5;4
2012-06-22;Dublin;Software;Billing Service Co.;10005;PC Operating System;89;1;89;7;6
2012-06-15;New York;Software;Amce Ldt.;10004;Office Suite;789;1;789;8;5
2013-04-27;Berlin;Software;LCD Consulting;10001;PC Operating System;89;1;89;7;2
2011-07-19;London;Hardware;HAL Inc.;10002;Desktop CPU 8 Core;249;1;249;5;3
2011-03-10;Tokio;Hardware;Dr. Foo;10003;Desktop CPU 8 Core;249;1;249;5;4
2013-05-11;Rom;Software;Taders Ldt.;10008;Office Suite;789;1;789;8;9
2013-10-21;New York;Shipping;Amce Ldt.;10004;Shipping Express;11,99;1;11,99;10;5
2012-07-01;New York;Software;Amce Ldt.;10004;Server Operating System ;329;1;329;6;5
2011-08-28;London;Hardware;HAL Inc.;10002;Desktop CPU 8 Core;249;1;249;5;3
2013-08-07;Kairo;Hardware;Inter Trade Inc.;10006;PC Mouse USB;9,99;1;9,99;2;7
2012-11-20;London;Shipping;HAL Inc.;10002;Shipping until 12h;19,99;1;19,99;11;3
2012-07-21;Berlin;Shipping;LCD Consulting;10001;Shipping until 12h;19,99;1;19,99;11;2
2012-11-11;Dublin;Hardware;Billing Service Co.;10005;Server CPU 16 Cores;649;1;649;4;6
2012-05-13;New York;Hardware;Amce Ldt.;10004;Desktop CPU 8 Core;249;1;249;5;5
2013-04-17;Tokio;Shipping;Dr. Foo;10003;Shipping Normal;7,99;1;7,99;9;4
2011-04-01;Berlin;Hardware;LCD Consulting;10001;Server CPU 16 Cores;649;1;649;4;2
2011-03-14;Tokio;Hardware;Dr. Foo;10003;Server CPU 16 Cores;649;1;649;4;4
2011-11-02;Paris;Shipping;Webstores Co.;10007;Shipping until 12h;19,99;1;19,99;11;8
2011-03-08;New York;Hardware;Amce Ldt.;10004;Tablet PC No. 1;499;1;499;3;5
2013-04-18;Berlin;Shipping;LCD Consulting;10001;Shipping until 12h;19,99;1;19,99;11;2
2012-02-18;New York;Software;Amce Ldt.;10004;Server Operating System ;329;1;329;6;5
2012-04-18;Rom;Hardware;Taders Ldt.;10008;Desktop CPU 8 Core;249;1;249;5;9
2011-02-16;Berlin;Hardware;LCD Consulting;10001;Desktop CPU 8 Core;249;1;249;5;2
2011-09-01;Kairo;Hardware;Inter Trade Inc.;10006;PC Mouse USB;9,99;1;9,99;2;7
2011-08-21;Kairo;Software;Inter Trade Inc.;10006;WebServer;99,99;1;99,99;12;7
2012-07-17;New York;Shipping;Amce Ldt.;10004;Shipping Normal;7,99;1;7,99;9;5
2012-03-04;Tokio;Software;Dr. Foo;10003;PC Operating System;89;1;89;7;4
2012-01-23;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2012-05-23;Tokio;Software;Dr. Foo;10003;WebServer;99,99;1;99,99;12;4
2013-11-06;New York;Software;Amce Ldt.;10004;WebServer;99,99;1;99,99;12;5
2010-07-26;London;Hardware;HAL Inc.;10002;Server CPU 16 Cores;649;1;649;4;3
2013-03-28;Kairo;Hardware;Inter Trade Inc.;10006;Server CPU 16 Cores;649;1;649;4;7
2011-07-12;Berlin;Hardware;LCD Consulting;10001;Server CPU 16 Cores;649;1;649;4;2
2012-12-29;London;Hardware;HAL Inc.;10002;PC Mouse USB;9,99;1;9,99;2;3
2011-03-20;Kairo;Software;Inter Trade Inc.;10006;WebServer;99,99;1;99,99;12;7
2011-10-15;Dublin;Software;Billing Service Co.;10005;Server Operating System ;329;1;329;6;6
2012-12-05;Dublin;Software;Billing Service Co.;10005;Office Suite;789;1;789;8;6
2010-09-25;Tokio;Shipping;Dr. Foo;10003;Shipping Normal;7,99;1;7,99;9;4
2012-01-28;New York;Software;Amce Ldt.;10004;Server Operating System ;329;1;329;6;5
2010-08-02;Berlin;Software;LCD Consulting;10001;PC Operating System;89;1;89;7;2
2012-02-11;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2011-03-29;Rom;Shipping;Taders Ldt.;10008;Shipping Normal;7,99;1;7,99;9;9
2011-04-27;New York;Software;Amce Ldt.;10004;Office Suite;789;1;789;8;5
2012-05-27;Rom;Shipping;Taders Ldt.;10008;Shipping Normal;7,99;1;7,99;9;9
2013-10-13;Rom;Software;Taders Ldt.;10008;Server Operating System ;329;1;329;6;9
2012-08-04;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2012-04-13;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2011-02-21;Berlin;Shipping;LCD Consulting;10001;Shipping Express;11,99;1;11,99;10;2
2012-05-14;Rom;Hardware;Taders Ldt.;10008;Desktop CPU 8 Core;249;1;249;5;9
2011-11-26;Paris;Shipping;Webstores Co.;10007;Shipping Express;11,99;1;11,99;10;8
2011-01-05;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2011-04-03;Kairo;Software;Inter Trade Inc.;10006;Server Operating System ;329;1;329;6;7
2011-03-02;New York;Hardware;Amce Ldt.;10004;Tablet PC No. 1;499;1;499;3;5
2011-06-27;New York;Shipping;Amce Ldt.;10004;Shipping until 12h;19,99;1;19,99;11;5
2010-05-19;New York;Shipping;Amce Ldt.;10004;Shipping Express;11,99;1;11,99;10;5
2012-07-19;New York;Hardware;Amce Ldt.;10004;Tablet PC No. 1;499;1;499;3;5
2011-09-02;London;Software;HAL Inc.;10002;WebServer;99,99;1;99,99;12;3
2010-04-03;Kairo;Software;Inter Trade Inc.;10006;Server Operating System ;329;1;329;6;7
2010-02-05;London;Hardware;HAL Inc.;10002;Tablet PC No. 1;499;1;499;3;3
2012-10-02;Paris;Software;Webstores Co.;10007;Office Suite;789;1;789;8;8
2013-03-12;Dublin;Hardware;Billing Service Co.;10005;PC Mouse USB;9,99;1;9,99;2;6
2011-11-23;Tokio;Software;Dr. Foo;10003;PC Operating System;89;1;89;7;4
2011-07-09;London;Software;HAL Inc.;10002;Server Operating System ;329;1;329;6;3
2013-04-28;Kairo;Software;Inter Trade Inc.;10006;PC Operating System;89;1;89;7;7
2013-07-07;New York;Software;Amce Ldt.;10004;Server Operating System ;329;1;329;6;5
2011-01-11;London;Software;HAL Inc.;10002;PC Operating System;89;1;89;7;3
2012-02-28;Dublin;Software;Billing Service Co.;10005;PC Operating System;89;1;89;7;6
2011-06-22;Paris;Software;Webstores Co.;10007;PC Operating System;89;1;89;7;8
2011-02-21;Paris;Hardware;Webstores Co.;10007;Desktop CPU 8 Core;249;1;249;5;8
2012-08-11;London;Shipping;HAL Inc.;10002;Shipping until 12h;19,99;1;19,99;11;3
2012-08-02;Rom;Hardware;Taders Ldt.;10008;Server CPU 16 Cores;649;1;649;4;9
2011-08-11;Paris;Hardware;Webstores Co.;10007;Server CPU 16 Cores;649;1;649;4;8
2012-05-13;New York;Hardware;Amce Ldt.;10004;Server CPU 16 Cores;649;1;649;4;5
2010-10-03;New York;Software;Amce Ldt.;10004;Server Operating System ;329;1;329;6;5
2012-06-03;Dublin;Hardware;Billing Service Co.;10005;Desktop CPU 8 Core;249;1;249;5;6
2012-01-12;London;Hardware;HAL Inc.;10002;Tablet PC No. 1;499;1;499;3;3
2013-07-02;Dublin;Shipping;Billing Service Co.;10005;Shipping until 12h;19,99;1;19,99;11;6
2012-03-26;London;Hardware;HAL Inc.;10002;Desktop CPU 8 Core;249;1;249;5;3
2013-11-16;Tokio;Software;Dr. Foo;10003;PC Operating System;89;1;89;7;4
2012-07-20;New York;Hardware;Amce Ldt.;10004;Desktop CPU 8 Core;249;1;249;5;5
2012-10-26;Paris;Hardware;Webstores Co.;10007;Desktop CPU 8 Core;249;1;249;5;8
2011-08-11;Dublin;Hardware;Billing Service Co.;10005;PC Mouse USB;9,99;1;9,99;2;6
2012-07-16;Berlin;Shipping;LCD Consulting;10001;Shipping Normal;7,99;1;7,99;9;2
2011-02-07;London;Hardware;HAL Inc.;10002;PC Mouse USB;9,99;1;9,99;2;3
2012-12-05;Berlin;Shipping;LCD Consulting;10001;Shipping Normal;7,99;1;7,99;9;2
2010-05-23;Paris;Software;Webstores Co.;10007;Server Operating System ;329;1;329;6;8
2011-08-17;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2011-01-10;London;Hardware;HAL Inc.;10002;Tablet PC No. 1;499;1;499;3;3
2011-03-03;Berlin;Hardware;LCD Consulting;10001;Tablet PC No. 1;499;1;499;3;2
2012-07-28;London;Hardware;HAL Inc.;10002;Server CPU 16 Cores;649;1;649;4;3
2011-11-06;Tokio;Shipping;Dr. Foo;10003;Shipping Express;11,99;1;11,99;10;4
2012-07-03;New York;Shipping;Amce Ldt.;10004;Shipping Express;11,99;1;11,99;10;5
2012-08-25;London;Software;HAL Inc.;10002;WebServer;99,99;1;99,99;12;3
2011-02-28;Tokio;Software;Dr. Foo;10003;WebServer;99,99;1;99,99;12;4
2011-01-19;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2012-05-18;London;Hardware;HAL Inc.;10002;Desktop CPU 8 Core;249;1;249;5;3
2012-09-07;Tokio;Software;Dr. Foo;10003;Server Operating System ;329;1;329;6;4
2012-08-02;Tokio;Software;Dr. Foo;10003;Office Suite;789;1;789;8;4
2011-10-06;Tokio;Software;Dr. Foo;10003;Office Suite;789;1;789;8;4
2013-04-19;Paris;Software;Webstores Co.;10007;Office Suite;789;1;789;8;8
2010-04-19;Tokio;Shipping;Dr. Foo;10003;Shipping until 12h;19,99;1;19,99;11;4
2012-05-08;New York;Software;Amce Ldt.;10004;Office Suite;789;1;789;8;5
2012-09-02;Dublin;Software;Billing Service Co.;10005;Office Suite;789;1;789;8;6
2011-09-02;Kairo;Software;Inter Trade Inc.;10006;Office Suite;789;1;789;8;7
2012-08-07;New York;Software;Amce Ldt.;10004;Office Suite;789;1;789;8;5
2011-02-09;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Normal;7,99;1;7,99;9;7
2012-08-04;Tokio;Shipping;Dr. Foo;10003;Shipping until 12h;19,99;1;19,99;11;4
2011-08-13;Rom;Software;Taders Ldt.;10008;Server Operating System ;329;1;329;6;9
2011-07-07;Paris;Shipping;Webstores Co.;10007;Shipping Express;11,99;1;11,99;10;8
2012-12-10;Dublin;Hardware;Billing Service Co.;10005;Server CPU 16 Cores;649;1;649;4;6
2011-09-24;New York;Software;Amce Ldt.;10004;PC Operating System;89;1;89;7;5
2013-11-07;Kairo;Hardware;Inter Trade Inc.;10006;Desktop CPU 8 Core;249;1;249;5;7
2012-03-05;New York;Software;Amce Ldt.;10004;PC Operating System;89;1;89;7;5
2012-03-07;Dublin;Shipping;Billing Service Co.;10005;Shipping Normal;7,99;1;7,99;9;6
2010-07-22;New York;Shipping;Amce Ldt.;10004;Shipping until 12h;19,99;1;19,99;11;5
2011-10-04;Tokio;Software;Dr. Foo;10003;PC Operating System;89;1;89;7;4
2011-10-16;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2010-03-18;Dublin;Hardware;Billing Service Co.;10005;Server CPU 16 Cores;649;1;649;4;6
2011-06-24;New York;Software;Amce Ldt.;10004;PC Operating System;89;1;89;7;5
2013-06-25;Dublin;Shipping;Billing Service Co.;10005;Shipping Express;11,99;1;11,99;10;6
2010-02-07;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2012-02-17;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Express;11,99;1;11,99;10;7
2010-09-10;Kairo;Software;Inter Trade Inc.;10006;Server Operating System ;329;1;329;6;7
2013-08-23;Rom;Software;Taders Ldt.;10008;Server Operating System ;329;1;329;6;9
2012-08-04;New York;Shipping;Amce Ldt.;10004;Shipping Normal;7,99;1;7,99;9;5
2012-02-06;New York;Shipping;Amce Ldt.;10004;Shipping Normal;7,99;1;7,99;9;5
2010-02-04;Dublin;Shipping;Billing Service Co.;10005;Shipping Normal;7,99;1;7,99;9;6
2012-12-01;Dublin;Shipping;Billing Service Co.;10005;Shipping until 12h;19,99;1;19,99;11;6
2013-07-17;New York;Hardware;Amce Ldt.;10004;Server CPU 16 Cores;649;1;649;4;5
2011-09-08;Tokio;Hardware;Dr. Foo;10003;Server CPU 16 Cores;649;1;649;4;4
2011-09-26;Tokio;Hardware;Dr. Foo;10003;Server CPU 16 Cores;649;1;649;4;4
2012-08-09;Tokio;Software;Dr. Foo;10003;Office Suite;789;1;789;8;4
2010-10-26;Rom;Software;Taders Ldt.;10008;Server Operating System ;329;1;329;6;9
2012-04-30;New York;Software;Amce Ldt.;10004;Server Operating System ;329;1;329;6;5
2013-06-24;Paris;Software;Webstores Co.;10007;Server Operating System ;329;1;329;6;8
2013-04-11;London;Hardware;HAL Inc.;10002;PC Mouse USB;9,99;1;9,99;2;3
2012-08-27;Tokio;Software;Dr. Foo;10003;Server Operating System ;329;1;329;6;4
2012-06-17;Tokio;Software;Dr. Foo;10003;PC Operating System;89;1;89;7;4
2012-07-06;Dublin;Software;Billing Service Co.;10005;Server Operating System ;329;1;329;6;6
2012-09-16;Dublin;Hardware;Billing Service Co.;10005;Desktop CPU 8 Core;249;1;249;5;6
2010-01-20;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2012-05-25;Dublin;Hardware;Billing Service Co.;10005;Tablet PC No. 1;499;1;499;3;6
2013-12-03;London;Software;HAL Inc.;10002;PC Operating System;89;1;89;7;3
2013-05-03;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2011-07-21;New York;Shipping;Amce Ldt.;10004;Shipping until 12h;19,99;1;19,99;11;5
2011-11-04;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2012-03-30;London;Software;HAL Inc.;10002;PC Operating System;89;1;89;7;3
2011-05-20;Paris;Shipping;Webstores Co.;10007;Shipping Express;11,99;1;11,99;10;8
2012-05-18;Tokio;Software;Dr. Foo;10003;Office Suite;789;1;789;8;4
2012-07-19;Paris;Software;Webstores Co.;10007;Office Suite;789;1;789;8;8
2011-04-13;Kairo;Software;Inter Trade Inc.;10006;Server Operating System ;329;1;329;6;7
2012-10-14;Rom;Shipping;Taders Ldt.;10008;Shipping until 12h;19,99;1;19,99;11;9
2012-10-08;New York;Shipping;Amce Ldt.;10004;Shipping Normal;7,99;1;7,99;9;5
2012-05-14;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Express;11,99;1;11,99;10;7
2011-03-15;Dublin;Hardware;Billing Service Co.;10005;Desktop CPU 8 Core;249;1;249;5;6
2011-09-21;Dublin;Software;Billing Service Co.;10005;Server Operating System ;329;1;329;6;6
2012-07-19;New York;Hardware;Amce Ldt.;10004;Server CPU 16 Cores;649;1;649;4;5
2011-04-26;Tokio;Hardware;Dr. Foo;10003;Tablet PC No. 1;499;1;499;3;4
2011-09-11;New York;Hardware;Amce Ldt.;10004;Desktop CPU 8 Core;249;1;249;5;5
2010-07-16;New York;Shipping;Amce Ldt.;10004;Shipping until 12h;19,99;1;19,99;11;5
2012-10-14;New York;Hardware;Amce Ldt.;10004;Server CPU 16 Cores;649;1;649;4;5
2013-11-30;New York;Shipping;Amce Ldt.;10004;Shipping Normal;7,99;1;7,99;9;5
2010-09-09;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2011-12-13;New York;Software;Amce Ldt.;10004;PC Operating System;89;1;89;7;5
2013-10-03;Dublin;Shipping;Billing Service Co.;10005;Shipping Normal;7,99;1;7,99;9;6
2012-09-22;Dublin;Hardware;Billing Service Co.;10005;Server CPU 16 Cores;649;1;649;4;6
2012-11-08;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2010-06-24;Paris;Shipping;Webstores Co.;10007;Shipping Express;11,99;1;11,99;10;8
2012-04-03;Tokio;Software;Dr. Foo;10003;PC Operating System;89;1;89;7;4
2012-09-08;Tokio;Hardware;Dr. Foo;10003;Desktop CPU 8 Core;249;1;249;5;4
2011-03-19;Rom;Software;Taders Ldt.;10008;PC Operating System;89;1;89;7;9
2012-05-15;Rom;Software;Taders Ldt.;10008;PC Operating System;89;1;89;7;9
2012-09-14;Kairo;Hardware;Inter Trade Inc.;10006;Desktop CPU 8 Core;249;1;249;5;7
2011-03-01;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Express;11,99;1;11,99;10;7
2011-06-30;New York;Hardware;Amce Ldt.;10004;Server CPU 16 Cores;649;1;649;4;5
2013-04-09;Rom;Hardware;Taders Ldt.;10008;Tablet PC No. 1;499;1;499;3;9
2010-04-10;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2013-05-05;Rom;Software;Taders Ldt.;10008;Office Suite;789;1;789;8;9
2011-04-11;London;Software;HAL Inc.;10002;PC Operating System;89;1;89;7;3
2011-07-21;New York;Shipping;Amce Ldt.;10004;Shipping until 12h;19,99;1;19,99;11;5
2012-06-25;Paris;Hardware;Webstores Co.;10007;Desktop CPU 8 Core;249;1;249;5;8
2012-03-02;Dublin;Shipping;Billing Service Co.;10005;Shipping Normal;7,99;1;7,99;9;6
2012-07-13;Rom;Hardware;Taders Ldt.;10008;Tablet PC No. 1;499;1;499;3;9
2011-10-27;Tokio;Hardware;Dr. Foo;10003;Server CPU 16 Cores;649;1;649;4;4
2012-09-21;Tokio;Software;Dr. Foo;10003;Office Suite;789;1;789;8;4
2012-10-02;Paris;Hardware;Webstores Co.;10007;Server CPU 16 Cores;649;1;649;4;8
2011-09-10;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Express;11,99;1;11,99;10;7
2011-10-08;Dublin;Hardware;Billing Service Co.;10005;Tablet PC No. 1;499;1;499;3;6
2012-04-24;Dublin;Hardware;Billing Service Co.;10005;Tablet PC No. 1;499;1;499;3;6
2010-04-30;New York;Shipping;Amce Ldt.;10004;Shipping Normal;7,99;1;7,99;9;5
2012-03-05;Paris;Software;Webstores Co.;10007;Server Operating System ;329;1;329;6;8
2012-12-22;New York;Shipping;Amce Ldt.;10004;Shipping until 12h;19,99;1;19,99;11;5
2011-02-03;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2011-05-10;Kairo;Software;Inter Trade Inc.;10006;Server Operating System ;329;1;329;6;7
